,"NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","BUILDING CLASS AT PRESENT
","LAND SQUARE FEET
","BLOCK
","LOT
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
",Predicted Values,Original Values
11196,31,13,11,0,16,8026,1,0,1,0,0,1990,9026453.000219868,0
21157,36,10,16,0,1179,19,0,0,0,0,0,1962,-521776.6085347603,1412000
1086,3,10,10,0,172,1,0,0,0,0,0,1920,1113862.5248131263,3125000
4935,12,9,15,0,640,44,0,0,0,0,0,1915,536242.5216470915,525000
19307,34,10,16,0,1510,60,0,0,0,0,0,1912,-380180.8943796526,1350000
15311,26,45,71,0,1027,1312,0,0,1,0,0,0,932052.8825538759,0
15557,28,13,13,0,886,1207,1,0,1,0,0,0,2490487.8398174583,1020000
4356,11,10,12,0,566,18,0,0,0,0,0,1964,670639.4352663043,645000
17283,29,13,16,0,498,1004,1,0,1,0,0,1900,892606.6551794219,1930000
12549,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,10
2712,9,10,7,0,846,71,0,0,0,0,0,1907,1175806.471949147,128000
19232,33,7,6,2566,1540,1,18,1,19,2566,11555,1900,5643088.621317415,0
22897,37,10,16,0,1247,1,0,0,0,0,0,1909,-548061.0557764838,5000000
23112,35,10,12,0,1170,23,0,0,0,0,0,1926,-183493.82506544096,2950000
13643,26,45,71,0,1027,1137,0,0,1,0,0,0,735042.1128425389,214437
22117,33,13,16,0,1542,1396,1,0,1,0,0,1974,1122995.4282653383,775000
19636,34,10,16,0,1544,19,0,0,0,0,0,1963,-457493.3928374988,865000
10317,26,13,16,0,1009,1090,1,0,1,0,0,0,2221804.4989206796,1675000
12789,32,13,11,0,1413,1030,1,0,1,0,0,1985,1088147.4086778448,1080000
8091,22,7,4,2500,1847,50,10,0,10,2500,9345,1920,4477612.621317415,0
20626,33,9,11,0,1564,40,0,0,0,0,0,1925,21239.551906816196,654545
9524,25,47,13,0,1345,1219,0,0,0,0,0,0,687522.8925568648,0
6380,13,46,21,0,1820,1201,0,0,1,0,0,2006,3460595.302016752,10800000
12295,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,83245
366,2,10,8,0,749,1,0,0,0,0,0,1963,1250336.7407632037,108208
18104,32,13,13,0,1397,1506,1,0,1,0,0,1927,1521048.2119498528,0
4824,12,7,4,2296,619,45,22,2,24,2296,11016,1910,7158344.621317415,9100000
2674,8,13,13,0,72,1010,1,0,1,0,0,1840,1912078.9285708242,0
12213,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,0
14716,32,10,10,0,1407,33,0,0,0,0,0,1960,49186.251192398835,1800000
14067,33,10,8,0,1522,26,0,0,0,0,0,1928,159696.67026683735,280000
7050,18,31,37,550,706,10,0,0,0,550,0,0,-1237437.378682585,64000
24468,40,10,16,0,2180,633,0,0,0,0,0,1951,10175.6819755896,537819
12545,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,37500
6224,13,15,19,0,1953,1009,1,0,1,0,0,0,2271704.561054082,340000
6167,13,14,17,1233,1917,32,3,1,4,1233,2646,1910,1107406.621317415,872000
9788,25,45,97,0,1319,1473,0,0,1,0,0,2002,-1844797.3857260249,0
1155,2,22,36,23000,690,20,0,2,2,23000,46000,1920,8079846.621317415,0
12658,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,0
3172,9,13,13,0,857,1227,1,0,1,0,0,2013,2000484.7885895143,0
18552,35,13,15,0,1142,1015,1,0,1,0,0,0,1877366.1515300036,1300000
3247,9,13,18,0,849,1603,1,0,1,0,0,1913,2138823.2717218637,0
16769,28,10,12,0,917,17,0,0,0,0,0,1963,46644.726750792935,300000
21004,39,10,10,0,2177,234,0,0,0,0,0,1951,11081.73564233398,355000
15603,32,13,15,0,1423,1217,1,0,1,0,0,1991,1019021.0675892332,1265000
9812,26,13,15,0,1006,1097,1,0,1,0,0,1968,1123815.4567950931,1175000
4536,11,13,18,0,558,1168,1,0,1,0,0,0,2724749.1293429905,0
4292,11,13,15,0,569,1211,1,0,1,0,0,0,2979820.1949502486,0
23274,36,10,11,0,1240,24,0,0,0,0,0,1922,-148719.22356175445,1375000
15647,35,10,8,0,1167,61,0,0,0,0,0,1931,132219.17040771153,1923750
17747,36,13,11,0,1239,1111,1,0,1,0,0,0,2223030.660674278,2375000
17561,33,10,16,0,1446,23,0,0,0,0,0,1963,-414703.4928602874,1639000
6704,15,9,9,0,2087,101,0,0,0,0,0,1910,878287.4142950103,386000
12943,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,0
1964,6,13,18,0,469,1504,1,0,1,0,0,2012,2084921.422560696,1091897
6039,13,13,18,0,1830,1023,1,0,1,0,0,1920,1316270.1010956974,923349
2629,8,13,15,0,78,1716,1,0,1,0,0,1908,2528227.608205786,0
17406,33,10,16,0,1429,13,0,0,0,0,0,1938,-410681.90635248274,552000
3468,10,3,2,3153,875,75,3,0,3,3153,11610,1900,4690264.621317415,5912819
26315,39,7,7,3500,2170,558,16,0,16,3500,9728,1927,5216475.621317415,0
15695,26,45,71,0,1027,1345,0,0,1,0,0,0,969203.4848423,24096
10451,26,13,13,0,1044,1112,1,0,1,0,0,1979,1271271.020712662,1807103
12056,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,114855
11383,26,45,102,0,1006,1302,0,0,1,0,0,1963,-2388562.0209929883,96210
7477,21,10,10,0,331,65,0,0,0,0,0,1949,512891.1533978344,690000
6620,15,29,63,1881,2067,20,0,0,0,1881,0,0,-2849703.378682585,3106200
26595,39,10,12,0,2180,633,0,0,0,0,0,1951,322275.76784350304,253890
24330,40,10,16,0,2179,170,0,0,0,0,0,1925,-495515.6820788486,625000
12634,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,57900
17371,36,10,8,0,1249,15,0,0,0,0,0,1910,55017.18666639039,645000
6833,16,9,9,0,2070,17,0,0,0,0,0,1910,747832.486361559,225000
17172,33,10,16,0,1405,40,0,0,0,0,0,1962,-394113.7075756751,1950000
10494,26,13,18,0,1040,1355,1,0,1,0,0,1989,1194127.9436227423,825000
4448,11,17,19,0,548,1003,0,0,0,0,0,1965,934249.7143367073,1660000
16426,33,10,10,0,1499,32,0,0,0,0,0,1924,31390.741558432113,1495000
10494,29,9,6,0,475,7,0,0,0,0,0,1900,511509.25042806333,456300
14760,26,45,71,0,1027,1257,0,0,1,0,0,0,870135.2120731701,0
2141,8,13,11,0,17,1260,1,0,1,0,0,2014,2228719.2861834704,1710660
6011,13,21,86,2000,1932,8,3,1,4,2000,3829,1910,-3804625.378682585,2100000
2398,8,13,18,0,18,1337,1,0,1,0,0,1956,1867261.2114630057,638000
2785,8,13,16,0,64,1015,1,0,1,0,0,1920,1663222.5712245791,855330
2075,6,38,72,3250,448,4,0,1,1,3250,5476,1838,-3530163.378682585,1
12799,32,13,11,0,1414,1213,1,0,1,0,0,2003,1283397.5411941442,0
12349,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,0
9560,25,13,18,0,1326,1051,1,0,1,0,0,2006,872025.8657093453,2695000
13356,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,35000
18444,32,10,12,0,1386,46,0,0,0,0,0,1927,-53967.93434837973,2300000
18411,33,13,18,0,1483,1099,1,0,1,0,0,1989,642986.8011744632,0
9803,27,10,8,0,864,41,0,0,0,0,0,1924,410151.15441673016,795000
8813,25,10,16,0,1333,18,0,0,0,0,0,1955,-123248.19542594207,0
9705,25,13,16,0,1340,1109,1,0,1,0,0,0,2272539.0416344726,695000
9255,25,13,13,0,1320,1661,1,0,1,0,0,1956,1933544.1612677998,3724097
12177,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,0
6590,15,13,15,0,2092,1018,1,0,1,0,0,1926,1436001.9240989317,855330
4419,12,13,11,0,602,1014,1,0,1,0,0,2002,1801772.3906728406,0
291,2,9,6,0,771,73,0,0,0,0,0,1920,1546291.4748465172,540000
3746,10,10,12,0,899,1,0,0,0,0,0,1964,680804.3605900807,550000
9739,25,13,16,0,1341,1324,1,0,1,0,0,1962,1343246.0006122733,1015000
19658,32,13,16,0,1414,1087,1,0,1,0,0,1965,819415.8087283815,735000
8765,25,10,10,0,1368,42,0,0,0,0,0,1929,332346.8649840434,0
8051,22,13,13,0,1837,1027,1,0,1,0,0,1902,1349996.3467627917,0
2850,9,10,11,0,817,85,0,0,0,0,0,1955,887659.8214091561,730000
764,2,13,15,0,764,1218,1,0,1,0,0,2009,2110460.0119494353,1812485
26491,39,10,12,0,2179,373,0,0,0,0,0,1954,27803.89665421564,626000
9651,25,13,13,0,1370,1003,1,0,1,0,0,1981,1176816.4766325136,0
2412,8,13,15,0,26,1131,1,0,1,0,0,1914,1867150.6275979434,2875000
4679,12,36,89,15845,617,1,0,0,0,15845,0,0,-4989903.378682585,3600000
16954,36,9,6,0,1217,137,0,0,0,0,0,1910,382715.27785811154,675000
8057,24,10,8,0,1367,35,0,0,0,0,0,1955,483137.37256447645,2345000
10377,27,31,60,1820,860,8,0,0,0,1820,0,0,-3165041.378682585,0
8318,24,13,11,0,1330,1122,1,0,1,0,0,2014,1466088.6470112228,4076000
5717,13,13,15,0,1746,1074,1,0,1,0,0,2007,1530388.535307581,2095000
11903,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,59900
15109,32,10,10,0,1448,3,0,0,0,0,0,1967,10379.380157801323,1300000
16802,33,9,15,0,1447,36,0,0,0,0,0,1910,-247725.80820141127,290000
8957,25,10,12,0,1338,5,0,0,0,0,0,1929,153390.4823908871,760000
8210,22,13,18,0,1846,1028,1,0,1,0,0,1988,954772.5500223958,637500
9286,25,13,9,0,1042,1618,0,0,0,0,0,0,3178666.304868658,2546643
2329,8,10,30,0,28,1,0,0,0,0,0,1926,-447218.3958269446,435000
5534,13,7,5,1869,1756,14,9,1,10,1869,8845,1900,4493338.621317415,0
1170,4,11,57,3909,146,1402,3,0,3,3909,9537,1930,1763948.621317415,0
6691,21,10,8,0,311,13,0,0,0,0,0,1960,586128.6779155973,802000
19630,33,10,11,0,1510,72,0,0,0,0,0,1915,12601.497066043783,2435000
5332,13,4,30,0,1929,1202,1,0,1,0,0,1910,1159948.5126084401,1870000
17165,33,13,15,0,1515,1777,1,0,1,0,0,0,2799920.7968584676,0
24500,38,10,11,0,2135,60,0,0,0,0,0,1941,-210677.71061041486,420000
967,2,13,15,0,800,1454,1,0,1,0,0,2006,2377183.7299281363,0
4923,12,9,11,0,636,60,0,0,0,0,0,1975,794374.2927383748,584852
11681,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,0
13449,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,0
21696,33,10,12,0,1586,43,0,0,0,0,0,1942,-106713.12716081226,549000
12771,26,28,47,0,1265,1099,0,1,1,0,0,0,-804541.2985272254,0
18808,32,17,17,0,1373,1901,0,0,0,0,0,1975,1298832.0864014728,276241
20810,33,13,13,0,1583,1065,1,0,1,0,0,1963,962968.0202914015,0
5232,13,13,11,0,1916,1256,1,0,1,0,0,2013,2004010.2706560143,353600
17639,32,10,11,0,1433,31,0,0,0,0,0,1929,-4064.2351869079284,585000
13667,26,45,71,0,1027,1141,0,0,1,0,0,0,739545.2161502265,12550
4106,11,10,13,0,532,20,0,0,0,0,0,1930,624933.680819476,473500
13054,26,45,71,0,1006,1302,0,0,1,0,0,0,921232.8443033337,0
14357,33,10,8,0,1565,17,0,0,0,0,0,1958,130758.40397677431,763787
14153,26,45,71,0,1027,1201,0,0,1,0,0,0,807091.7657655426,0
24109,37,10,11,0,1890,40,0,0,0,0,0,1929,-184678.39034859417,1900000
1998,6,13,13,0,441,1292,1,0,1,0,0,2007,2194645.5522184162,2400000
6466,15,1,27,1799,2058,6,1,0,1,1799,6264,1920,1373860.621317415,0
10245,26,13,13,0,1011,4230,1,0,1,0,0,0,5963590.894798864,0
5862,13,12,12,0,1826,1122,1,0,1,0,0,0,3039587.704195525,645000
7351,19,13,18,0,943,1636,1,0,1,0,0,0,2953634.523341115,0
13450,26,45,71,0,1006,1302,0,0,1,0,0,0,921232.8443033337,17155
7714,21,10,11,0,331,120,0,0,0,0,0,1949,505844.8282238203,695000
5395,12,21,35,1372,634,48,0,0,0,1372,3000,1899,-842088.378682585,5000000
18875,34,7,4,1900,1509,38,16,1,17,1900,7688,1910,4679280.621317415,0
15685,28,17,22,0,864,1002,0,0,0,0,0,1938,119614.55222149659,459375
21542,36,13,18,0,1138,1457,1,0,1,0,0,0,2131906.352057954,2233000
15630,28,13,13,0,894,2032,1,0,1,0,0,2013,2217325.146544742,890968
23067,36,10,11,0,1202,36,0,0,0,0,0,1905,-124268.84884299058,6069000
10152,26,10,16,0,1049,1,0,0,0,0,0,1957,-173904.8455753089,1300000
15069,28,10,16,0,864,35,0,0,0,0,0,1932,-189335.5690315948,875000
13552,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,114816
7787,21,10,16,0,331,1,0,0,0,0,0,1929,38997.52654651133,425000
707,2,13,13,0,767,1520,1,0,1,0,0,1929,2636069.7715580575,0
15587,28,13,13,0,894,806,1,0,1,0,0,1924,890256.98273846,0
24196,37,13,13,0,1868,1109,1,0,1,0,0,0,2033496.2577120797,805000
9681,25,17,17,0,1331,1203,0,0,0,0,0,1964,774191.7219905551,1060000
26513,39,10,12,0,2179,500,0,0,0,0,0,1928,186299.42667330056,187000
13003,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,92686
17771,34,10,10,0,1602,69,0,0,0,0,0,1924,34653.431432954036,2250000
10658,26,13,13,0,1049,1218,1,0,1,0,0,0,2571962.039314321,0
21327,36,13,18,0,1113,1390,1,0,1,0,0,0,2057000.4669145145,8550000
20649,37,13,15,0,1882,1159,1,0,1,0,0,2005,754580.2444029511,1460000
8457,25,10,11,0,1327,37,0,0,0,0,0,1962,238907.58642165363,405000
9545,25,13,13,0,1344,1241,1,0,1,0,0,2007,1429771.0625106744,6927460
20959,33,47,22,0,1583,1004,0,0,1,0,0,1963,2423823.939481078,0
19308,33,9,9,0,1527,14,0,0,0,0,0,1900,145593.5927015734,425000
3634,10,10,12,0,877,74,0,0,0,0,0,1931,783145.559784471,0
12454,26,47,25,0,1011,4045,0,0,1,0,0,0,7077958.624486063,0
3340,9,13,16,0,856,1349,1,0,1,0,0,1912,1991255.2963202423,3825000
10163,27,13,11,0,866,1210,1,0,1,0,0,0,2668454.1380649605,0
15128,28,10,16,0,886,34,0,0,0,0,0,1910,-177785.90868760645,600000
16200,30,15,15,0,91,1007,1,0,1,0,0,1900,833670.411774863,3166757
17796,36,13,11,0,1253,1418,1,0,1,0,0,1931,1415545.0261935252,0
1246,3,43,49,0,162,1035,0,0,1,0,0,1899,1958879.0477646687,0
13496,29,22,42,2679,231,12,0,8,8,2679,2679,1910,-1786103.378682585,0
13858,26,45,79,0,1027,1185,0,0,1,0,0,0,237367.387297031,100
5279,12,13,16,0,637,1134,1,0,1,0,0,1987,1600270.9782654108,1850000
9069,25,13,15,0,1343,1505,1,0,1,0,0,2014,1584889.7333190353,1727933
23434,38,8,12,7092,1881,35,28,2,30,7092,31644,1925,10717597.621317415,24100000
1722,5,13,18,0,1075,1039,1,0,1,0,0,2003,1590421.417180655,760000
467,2,10,16,0,790,1,0,0,0,0,0,1963,697770.1792985038,570000
23493,38,10,16,0,1875,61,0,0,0,0,0,1926,-539997.5223496701,0
12714,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,36525
12353,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,15000
3015,9,13,9,0,851,2180,0,0,0,0,0,0,4395239.1393722305,22413800
11817,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,42400
9993,26,9,15,0,1034,19,0,0,0,0,0,1930,-16486.78081521252,0
24244,40,10,16,0,2177,175,0,0,0,0,0,1923,-488651.11532341316,0
6649,16,7,3,5396,2002,79,21,0,21,5396,19270,1908,8512718.621317415,7750000
6790,15,15,21,0,2060,1001,1,0,1,0,0,0,2050051.8689169907,800150
14216,26,45,79,0,1027,1256,0,0,1,0,0,0,317297.4710084875,0
9314,25,10,16,0,1367,20,0,0,0,0,0,1948,-117526.333326146,825000
19579,32,13,16,0,1399,1104,1,0,1,0,0,2011,811404.6549422522,3834719
17246,36,10,8,0,1237,1,0,0,0,0,0,1910,39506.45081444131,1500000
22697,35,33,67,12042,1158,133,0,2,2,12042,23535,1965,-250836.37868258497,275000000
9406,25,10,12,0,1370,15,0,0,0,0,0,1975,136519.23872688506,2150000
4461,11,10,16,0,574,67,0,0,0,0,0,1957,453958.7176832934,0
5881,13,12,17,0,1944,1230,1,0,1,0,0,1910,1673621.9456007401,0
1619,5,13,11,0,1063,1006,1,0,1,0,0,0,3232059.9102002303,830000
11850,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,0
12554,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,57900
20151,32,13,16,0,1487,1370,1,0,1,0,0,1986,1123951.769587126,1500000
2603,8,13,13,0,53,1380,1,0,1,0,0,2007,2229313.016929787,0
24057,35,13,16,0,1171,4385,1,0,1,0,0,2008,4402886.222100195,0
4943,12,13,15,0,607,1403,1,0,1,0,0,2013,1957171.9856745242,4297734
24144,35,17,21,0,1158,1007,0,0,0,0,0,1963,-80554.37599387905,449000
8351,24,10,16,0,1313,1,0,0,0,0,0,1922,-86024.40502631757,3538406
9414,25,13,13,0,1339,1177,1,0,1,0,0,2008,1357228.6286397367,9288000
11233,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,83000
9782,25,13,16,0,1345,1005,1,0,1,0,0,0,2155354.136582526,1595000
2648,8,13,16,0,31,1332,1,0,1,0,0,1987,1980782.3541024649,0
19075,32,17,17,0,1469,1003,0,0,0,0,0,1962,293645.388025919,465000
18507,32,10,12,0,1392,28,0,0,0,0,0,1920,-70177.96209545387,460000
15762,26,45,71,0,1027,1350,0,0,1,0,0,0,974832.3639769093,10035
5377,13,14,13,2018,1749,160,6,1,7,2018,4042,1910,2275800.621317415,0
12190,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,0
3564,10,10,13,0,874,69,0,0,0,0,0,1913,719361.2164263814,2150000
12798,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,168567
23072,37,13,18,0,1218,1068,1,0,1,0,0,1986,470425.9473032388,4070963
9821,25,13,16,0,1347,1143,1,0,1,0,0,0,2310669.513076926,0
11550,26,25,57,7532,1009,37,0,2,2,7532,112850,2007,19496647.621317416,38160
3800,10,10,16,0,905,26,0,0,0,0,0,1963,433564.7107817703,435000
11755,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,58900
14810,26,45,71,0,1027,1260,0,0,1,0,0,0,873512.5395539361,0
18253,35,10,10,0,1184,28,0,0,0,0,0,1936,-46198.76796717616,695000
22550,34,13,16,0,1613,1023,1,0,1,0,0,1925,694610.0310350913,0
21231,33,10,12,0,1532,22,0,0,0,0,0,1970,-145944.85376386205,1400000
7156,19,13,15,0,969,1113,1,0,1,0,0,1988,1384367.8137543653,1150000
13054,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,35625
1244,4,13,11,0,134,1130,1,0,1,0,0,1900,2292964.1158614135,2600000
18657,32,17,17,0,1373,1901,0,0,0,0,0,1975,1298832.0864014728,434428
12545,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,0
13823,26,45,79,0,1027,1179,0,0,1,0,0,0,230612.73233549902,100
232,2,8,8,7406,771,68,39,0,39,7406,30375,1920,13739316.621317415,10
8005,22,13,13,0,1833,2339,1,0,1,0,0,1961,2791874.606926012,0
24867,36,10,12,0,1215,56,0,0,0,0,0,1950,-197853.2974946429,710700
5290,12,13,13,0,638,1018,1,0,1,0,0,0,2862791.1254962147,1510000
19760,32,13,16,0,1420,1461,1,0,1,0,0,1951,1248688.9051347035,3730020
8934,25,10,11,0,1361,12,0,0,0,0,0,1931,228561.50119455764,520000
1653,5,13,18,0,1053,1241,1,0,1,0,0,2006,1816495.6980479746,1530000
4938,12,13,15,0,607,1398,1,0,1,0,0,2013,1951543.1065399149,2307151
4074,10,17,22,0,903,1127,0,0,0,0,0,1931,916096.4804632259,727000
10488,26,26,48,7532,1009,37,0,2,2,7532,112850,2007,20070087.621317416,100
19384,34,10,16,0,1518,61,0,0,0,0,0,1925,-386982.8690360361,1350000
10869,26,26,48,7532,1009,37,0,2,2,7532,112850,2007,20070087.621317416,0
15517,35,10,8,0,1138,1,0,0,0,0,0,1962,46770.09129437804,1156144
5415,12,47,45,0,637,1419,0,0,1,0,0,2004,2061216.4204756753,0
3145,10,9,6,0,897,63,0,0,0,0,0,1900,1254394.570472971,780850
5486,13,7,4,10647,1831,43,35,6,41,10647,46080,1910,16452486.621317415,15450000
2254,7,46,24,0,809,1006,0,0,1,0,0,1960,3300176.7406247267,0
13035,26,45,71,0,1006,1302,0,0,1,0,0,0,921232.8443033337,0
16706,31,13,13,0,215,1164,1,0,1,0,0,1913,1205272.3662999491,8250000
16971,28,13,16,0,894,1006,1,0,1,0,0,1924,908520.1611586851,2100000
5826,15,7,30,4996,2082,15,21,0,21,4996,17220,1910,6224488.621317415,0
3922,11,10,10,0,551,1,0,0,0,0,0,1952,796905.894674269,0
3471,10,13,11,0,879,1053,1,0,1,0,0,2004,1911198.1189364162,1950000
15148,33,13,11,0,1584,1079,1,0,1,0,0,2005,1091562.0293673347,4900000
17791,31,13,16,0,16,6032,1,0,1,0,0,0,7624866.023063947,1075000
20603,35,10,16,0,1614,1,0,0,0,0,0,1959,-513072.5277000484,325000
14778,26,45,71,0,1027,1257,0,0,1,0,0,0,870135.2120731701,0
4349,11,10,11,0,568,6,0,0,0,0,0,1924,749932.4333771351,1533611
1851,5,49,58,0,1075,1206,0,0,1,0,0,2006,1064762.4654830438,0
6102,17,13,11,0,2221,1138,1,0,1,0,0,0,2921595.9479070776,350000
21441,33,10,12,0,1559,10,0,0,0,0,0,1955,-151061.9465680807,575000
4821,13,7,1,2798,1918,44,10,0,10,2798,10020,1926,5134284.621317415,0
14950,32,10,10,0,1433,31,0,0,0,0,0,1929,64899.76046781242,524000
13150,28,21,61,2469,868,65,0,3,3,2469,7407,1915,-2189780.378682585,0
3158,9,13,13,0,857,1219,1,0,1,0,0,2013,1991478.581974138,1700000
22561,37,10,16,0,1195,48,0,0,0,0,0,1926,-504214.7137696687,380000
4580,12,9,9,0,585,33,0,0,0,0,0,1910,941774.3710519942,1085000
2031,6,13,18,0,469,1565,1,0,1,0,0,2012,2153593.748002934,1422458
15756,28,13,13,0,920,1043,1,0,1,0,0,1988,1118315.9146482148,555000
24041,37,10,11,0,1882,8,0,0,0,0,0,1923,-216954.46632679086,375000
14818,26,45,79,0,1027,1387,0,0,1,0,0,0,464774.1043352601,34882
23707,38,13,18,0,1868,1201,1,0,1,0,0,0,1756003.552266263,1200000
1672,5,13,18,0,1063,1232,1,0,1,0,0,2008,1804961.2775015454,1425000
13655,26,45,71,0,1027,1140,0,0,1,0,0,0,738419.4403233049,17063
3280,9,13,18,0,851,1179,1,0,1,0,0,1983,1619662.633486141,1200000
897,2,17,17,0,721,1062,0,0,0,0,0,0,2634294.429474364,1475000
6730,15,10,16,0,2062,14,0,0,0,0,0,1926,236807.59596550697,467000
3911,11,13,11,0,558,1022,1,0,1,0,0,1985,1858088.828195429,0
16899,33,10,10,0,1565,9,0,0,0,0,0,1959,-16772.793948041275,601500
5961,13,13,18,0,1735,1031,1,0,1,0,0,1940,1315316.469700323,285000
10965,26,26,48,7532,1009,37,0,2,2,7532,112850,2007,20070087.621317416,11550
7340,19,13,13,0,969,1177,1,0,1,0,0,1988,1594345.4579868088,1150000
6016,13,13,13,0,1727,1037,1,0,1,0,0,2005,1628252.8534187605,1015000
2677,8,13,13,0,72,1013,1,0,1,0,0,1840,1915456.2560515902,0
16082,32,17,19,0,1458,1103,0,0,0,0,0,1958,270912.26132321684,885000
18052,33,13,18,0,1414,1066,1,0,1,0,0,1965,621602.4218045478,840000
12596,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,0
12929,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,79024
13575,33,7,30,2554,1562,14,20,0,20,2554,8555,1905,3657407.621317415,10750000
5430,13,2,25,1686,1754,59,2,0,2,1686,3416,1900,1175574.621317415,0
22898,36,8,30,6043,1203,55,30,0,30,6043,19290,1920,7291112.621317415,1399050
5909,13,13,18,0,1599,1335,1,0,1,0,0,2006,1620985.0793007794,680000
22455,35,17,17,0,1115,1506,0,0,0,0,0,0,1929871.0281068084,1
14596,26,45,71,0,1027,1240,0,0,1,0,0,0,850997.0230154977,18072
12502,26,47,25,0,1047,2713,0,0,1,0,0,1978,4396808.845851182,0
8119,22,13,18,0,1833,4112,1,0,1,0,0,1960,4443652.169784987,540000
5962,13,13,18,0,1735,1034,1,0,1,0,0,1940,1318693.797181089,276315
2172,8,13,11,0,17,1312,1,0,1,0,0,2014,2287259.62918341,3024202
19405,34,10,16,0,1519,69,0,0,0,0,0,1924,-377400.5062310733,2190000
13054,28,13,15,0,894,1878,1,0,1,0,0,1960,1937668.6778893252,0
17966,31,13,16,0,217,1204,1,0,1,0,0,1906,1047548.7247918402,763687
17155,32,10,11,0,1388,56,0,0,0,0,0,1947,14272.131954732817,1100000
1850,5,13,15,0,1090,1097,1,0,1,0,0,2005,1861101.74495009,500
14635,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,40944
19659,36,10,10,0,1225,23,0,0,0,0,0,1936,-88926.34657775797,531000
10253,26,13,15,0,1049,1072,1,0,1,0,0,1955,1102535.7772742794,0
10949,26,26,48,7532,1009,37,0,2,2,7532,112850,2007,20070087.621317416,38160
1683,5,9,11,0,1077,22,0,0,0,0,0,1901,1040289.4136663699,410000
6887,15,13,16,0,2067,1125,1,0,1,0,0,1920,1491599.037185187,0
900,2,15,15,0,776,1006,1,0,1,0,0,1981,1784744.51678786,0
11731,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,59488
7689,21,10,12,0,263,8,0,0,0,0,0,1955,308629.3190619396,539250
17385,33,10,16,0,1428,13,0,0,0,0,0,1932,-407079.0625420697,495000
20662,37,13,13,0,1888,1316,0,0,0,0,0,0,2110262.919921417,4984333
8541,25,10,11,0,1331,14,0,0,0,0,0,1931,231438.3671607962,585000
3937,11,10,10,0,552,62,0,0,0,0,0,1925,881676.3763060938,7519500
18213,37,17,17,0,1893,1002,0,0,0,0,0,1920,127535.32033864781,1995000
6100,14,3,1,1892,1806,16,3,0,3,1892,2880,1899,2737815.621317415,0
8050,22,13,13,0,1837,1022,1,0,1,0,0,1902,1344367.4676281814,1221900
22332,35,13,13,0,1171,2702,1,0,1,0,0,2013,2712112.492354752,1098618
18200,32,13,13,0,1415,1122,1,0,1,0,0,1986,1053152.1058243965,1350000
6891,21,22,40,11163,354,1,0,1,1,11163,11156,1939,-5306.3786825849675,7000000
2640,8,13,18,0,44,1180,1,0,1,0,0,1928,1706688.4675655202,899000
22499,37,9,15,0,1211,23,0,0,0,0,0,1900,-396448.16769002285,1695000
4180,12,9,6,0,603,1,0,0,0,0,0,1960,1082416.3429672155,1400000
14754,32,10,10,0,1409,33,0,0,0,0,0,1963,47353.563571572304,1399000
14431,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,38305
